   1.0000000e+00   1.5900000e+03   9.8600000e+01
   1.0000000e+00   1.5800000e+03   9.7400000e+01
   1.0000000e+00   1.5800000e+03   9.6800000e+01
   1.0000000e+00   1.5800000e+03   9.6600000e+01
   1.0000000e+00   1.5800000e+03   9.6000000e+01
   1.0000000e+00   1.5700000e+03   9.6000000e+01
   1.0000000e+00   1.5700000e+03   9.5500000e+01
   1.0000000e+00   1.5700000e+03   9.3700000e+01
   1.0000000e+00   1.5600000e+03   9.3300000e+01
   1.0000000e+00   1.5600000e+03   9.2200000e+01
   1.0000000e+00   1.5500000e+03   9.6300000e+01
   1.0000000e+00   1.5500000e+03   9.2200000e+01
   1.0000000e+00   1.5400000e+03   9.2900000e+01
   1.0000000e+00   1.5300000e+03   9.5200000e+01
   1.0000000e+00   1.5000000e+03   9.3500000e+01
   1.0000000e+00   1.5000000e+03   9.3000000e+01
   1.0000000e+00   1.4900000e+03   9.5600000e+01
   1.0000000e+00   1.4900000e+03   9.2900000e+01
   1.0000000e+00   1.4900000e+03   9.2400000e+01
   1.0000000e+00   1.4900000e+03   9.0500000e+01
   1.0000000e+00   1.4800000e+03   9.0200000e+01
   1.0000000e+00   1.4500000e+03   9.7000000e+01
   1.0000000e+00   1.4400000e+03   9.3900000e+01
   1.0000000e+00   1.4300000e+03   9.0000000e+01
   1.0000000e+00   1.3400000e+03   9.0500000e+01
   1.0000000e+00   1.3300000e+03   8.9400000e+01
   1.0000000e+00   1.3200000e+03   9.1400000e+01
   1.0000000e+00   1.2700000e+03   8.8100000e+01
   1.0000000e+00   1.2700000e+03   8.7300000e+01
   1.0000000e+00   1.2500000e+03   9.3100000e+01
   1.0000000e+00   1.2000000e+03   8.8000000e+01
